custno,xcoord,ycoord,edgeid,qty,volume,weight,sos,frequency,BEF_MON,BEF_TUE,BEF_WED,BEF_THU,BEF_FRI,BEF_SAT,BEF_SUN,dowcd,dowlockcd,wccd_flag,material_typ,clusterid
4505712,-86.063933,39.904159,125157187,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,1,0,1,0
4505725,-85.992688,40.047317,1278373953,1,4.0,212.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
4505726,-86.015255,40.047033,1278330171,1,3.0,159.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505727,-86.125408,40.043259,1297393710,1,3.0,159.0,1,2,1,0,0,0,1,0,0,A,0,0,1,0
4505728,-86.030768,40.050639,1278367096,1,8.0,424.0,1,4,1,1,1,0,1,0,0,A,0,0,1,0
4505729,-86.117024,40.002528,1278193635,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505730,-86.026685,39.928201,1278247675,2,16.0,848.0,2,2,1,0,0,1,0,0,0,A,1,0,1,0
4505731,-86.025445,39.926662,758733542,1,3.0,159.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505732,-86.0276,39.926851,1197863837,1,6.0,318.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505733,-86.013728,39.960553,19496837,1,8.0,424.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505734,-86.086629,39.90813,19501224,6,48.0,2544.0,1,4,1,1,0,1,1,0,0,A,1,0,1,0
4505768,-85.999364,40.024176,1278360695,1,6.0,318.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505769,-86.061282,40.036983,1278736746,1,2.0,106.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
4505770,-86.110718,40.087179,1219931077,1,4.0,212.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
4505771,-86.076135,39.976269,1146116339,2,8.0,424.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505772,-86.074066,39.977089,1146116339,1,10.0,530.0,1,3,1,0,0,1,1,0,0,A,0,0,1,0
4505773,-86.026536,39.929421,1278247687,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,1,0,1,0
4505774,-86.012642,39.939754,1278243228,2,16.0,848.0,2,2,1,0,1,0,0,0,0,A,0,0,1,0
4505775,-86.011034,39.959056,739556207,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0
4505776,-86.089849,39.903655,123262999,1,10.0,530.0,2,4,1,1,0,1,1,0,0,A,0,0,1,0
4505777,-86.090159,39.926259,1197695225,1,8.0,424.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505790,-86.01221,40.046095,1149015286,1,2.0,106.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505791,-86.008364,40.014371,1278307915,1,8.0,424.0,1,5,1,1,1,1,1,0,0,A,0,0,1,0
4505792,-86.027181,40.050328,1278367097,1,3.0,159.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505793,-86.006032,39.969997,1309143126,1,10.0,530.0,2,5,1,1,1,1,1,0,0,A,0,0,1,0
4505794,-86.027487,39.93886,1278212430,1,10.0,530.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505795,-86.030474,39.951632,1278243130,1,2.0,106.0,2,4,1,0,1,1,1,0,0,A,0,0,1,0
4505796,-86.031378,39.952541,1278243126,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505797,-86.066917,39.881302,1050275165,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505798,-86.065131,39.904861,1051471019,1,10.0,530.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505799,-86.109086,39.914017,761938424,2,8.0,424.0,2,4,1,1,1,0,1,0,0,A,1,0,1,0
4505800,-86.055446,39.902917,1279098244,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505812,-85.994919,40.056206,19494380,1,8.0,424.0,2,4,1,0,1,1,1,0,0,A,1,0,1,0
4505813,-85.993825,40.056817,19494380,21,84.0,4452.0,2,4,1,0,1,1,1,0,0,A,1,0,1,0
4505814,-85.996509,39.981274,1220049326,3,24.0,1272.0,1,2,1,0,1,0,0,0,0,A,0,0,1,0
4505815,-86.126142,40.008349,1278310396,1,8.0,424.0,1,2,1,0,0,0,1,0,0,A,0,0,1,0
4505816,-86.00503,39.999924,1269291113,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505817,-86.037772,39.925776,1148893264,1,2.0,106.0,2,3,1,0,1,1,0,0,0,A,1,0,1,0
4505818,-86.01513,39.93499,1278239730,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505819,-86.017876,39.937505,1291644810,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505820,-86.075452,39.903582,1279176729,1,8.0,424.0,1,3,1,1,0,1,0,0,0,A,0,0,1,0
4505821,-86.074508,39.907179,125143935,1,8.0,424.0,1,3,1,0,0,1,1,0,0,A,0,0,1,0
4505822,-86.11548,39.908025,1279018942,1,6.0,318.0,2,5,1,1,1,1,1,0,0,A,0,0,1,0
4505835,-86.012913,40.045016,1297408204,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505836,-86.06111,40.048782,1278399969,1,4.0,212.0,2,2,1,0,0,0,1,0,0,A,0,0,1,0
4505837,-86.073762,40.044029,1338896482,2,8.0,424.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505838,-85.981293,39.929357,1293338675,1,8.0,424.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505839,-86.010338,39.957942,1278445315,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505840,-86.06819,39.883738,1050537116,1,4.0,212.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505841,-86.086933,39.906191,1342786950,1,3.0,159.0,2,4,1,1,0,1,1,0,0,A,1,0,1,0
4505842,-86.089812,39.925359,1197695225,3,24.0,1272.0,2,4,1,0,1,1,1,0,0,A,1,0,1,0
4505843,-86.034661,39.913416,1279224230,2,16.0,848.0,1,4,1,0,1,1,1,0,0,A,0,0,1,0
4505844,-86.043342,39.886659,1279061081,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505845,-86.116745,39.867045,948887185,1,8.0,424.0,2,5,1,1,1,1,1,0,0,A,0,0,1,0
4505846,-86.137241,39.868032,1278675691,2,20.0,1060.0,1,5,1,1,1,1,1,0,0,A,0,0,1,0
4505854,-85.998217,40.044397,1278376096,1,6.0,318.0,2,5,1,1,1,1,1,0,0,A,0,0,1,0
4505855,-86.124664,40.082977,1278757045,1,4.0,212.0,1,1,1,0,0,0,0,0,0,O,0,0,1,0
4505856,-86.028489,40.047717,711247227,1,8.0,424.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505857,-86.006625,39.990476,1278261062,2,8.0,424.0,2,1,1,0,0,0,0,0,0,A,1,0,1,0
4505858,-86.071555,40.001378,1220066071,2,8.0,424.0,1,5,1,1,1,1,1,0,0,A,0,0,1,0
4505859,-86.029802,39.929637,1278237124,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505860,-86.034919,39.929141,1278235867,1,4.0,212.0,1,4,1,1,1,0,1,0,0,A,0,0,1,0
4505861,-86.071883,39.882585,1198724622,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505862,-86.074739,39.90354,1279176729,1,6.0,318.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505863,-86.058555,39.931636,1310078256,1,8.0,424.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
4505864,-86.094465,39.928322,1197916400,2,16.0,848.0,1,5,1,1,1,1,1,0,0,A,0,0,1,0
4505865,-86.028959,39.916672,1279226882,1,6.0,318.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505870,-85.997848,40.036185,1240313657,1,6.0,318.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505871,-86.032231,40.081279,1278465629,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505872,-86.07838,40.044614,1297398760,8,32.0,1696.0,2,4,1,0,1,1,1,0,0,A,0,0,1,0
4505873,-86.121879,40.004301,775199335,2,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505874,-86.12191,40.005845,775199337,1,10.0,530.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505875,-86.122474,40.007223,1370615473,2,12.0,636.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505876,-86.119975,40.005628,775199345,7,56.0,2968.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505877,-86.067828,39.884588,758536131,1,8.0,424.0,1,5,1,1,1,1,1,0,0,A,1,0,1,0
4505878,-86.063363,39.927253,19974530,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505879,-86.108357,39.914651,761938425,1,4.0,212.0,2,3,1,1,1,0,0,0,0,A,0,0,1,0
4505880,-86.108276,39.914662,761938425,2,24.0,1272.0,2,4,1,1,1,0,1,0,0,A,0,0,1,0
4505881,-86.044112,39.884214,1279061064,1,8.0,424.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505882,-86.122989,39.868335,1293450555,1,2.0,106.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
4505883,-86.141524,39.871987,839141152,1,2.0,106.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505884,-86.117577,39.853189,1296704131,1,10.0,530.0,1,1,1,0,0,0,0,0,0,E,0,0,1,0
4505885,-86.130117,39.84255,1228436042,1,6.0,318.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505886,-86.085689,39.834182,1279077994,1,10.0,530.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505887,-85.973588,39.860444,1279281886,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505888,-85.91989,39.912097,915257786,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505889,-86.008367,39.857943,1279249548,1,2.0,106.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505890,-86.026091,39.835724,1279226688,2,16.0,848.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505891,-86.021923,40.171331,35258811,1,4.0,212.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505892,-85.961592,40.116486,1291190741,1,4.0,212.0,1,1,0,1,0,0,0,0,0,O,0,0,1,0
4505893,-86.003254,40.043504,19491000,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505894,-86.031643,39.917032,1293428933,1,8.0,424.0,2,2,0,1,0,1,0,0,0,A,0,0,1,0
4505897,-86.012939,40.047169,1278330195,1,8.0,424.0,2,2,1,0,0,0,1,0,0,A,0,0,1,0
4505898,-86.008734,40.012613,1278306677,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505899,-86.086428,40.042236,1066988524,1,4.0,212.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
4505900,-86.0705,39.957736,1278322266,1,6.0,318.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
4505901,-86.003024,39.994081,1278264487,1,6.0,318.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
4505902,-86.104554,40.02084,1220032980,3,24.0,1272.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505903,-86.025369,39.928629,1291657175,1,8.0,424.0,1,2,1,0,1,0,0,0,0,A,1,0,1,0
4505904,-86.013397,39.950337,1297387166,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505905,-86.067027,39.882398,1050275164,1,4.0,212.0,1,2,1,0,0,0,1,0,0,A,0,0,1,0
4505906,-86.081379,39.903556,1196912228,1,3.0,159.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0
4505907,-86.093823,39.94392,708484085,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505908,-86.105105,39.910859,1279077840,1,4.0,212.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505909,-86.034302,39.915801,1279226922,1,10.0,530.0,2,5,1,1,1,1,1,0,0,A,0,0,1,0
4505910,-86.04431,39.916162,19500288,15,60.0,3180.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505911,-86.045928,39.915487,19500288,1,3.0,159.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0
4505912,-86.123302,39.83641,1296639711,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505913,-86.071698,39.851302,1296641024,3,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505914,-85.982689,39.892201,1296688617,1,8.0,424.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505915,-85.974528,39.86262,1050658521,1,6.0,318.0,1,2,1,0,0,0,1,0,0,A,0,0,1,0
4505916,-86.006308,39.853972,1197320048,1,4.0,212.0,2,4,1,0,1,1,1,0,0,A,0,0,1,0
4505917,-86.016956,39.839624,1279310023,6,24.0,1272.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505918,-86.009382,40.161368,1219926207,1,2.0,106.0,1,1,0,1,0,0,0,0,0,E,0,0,1,0
4505919,-85.900716,40.210291,125142624,1,8.0,424.0,2,1,0,1,0,0,0,0,0,O,0,0,1,0
4505920,-85.999008,40.031991,1278362873,1,4.0,212.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4505921,-86.031239,39.917048,1293429175,1,2.0,106.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505922,-86.039872,39.926213,948614842,1,4.0,212.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505923,-86.043599,39.915906,1279102024,1,4.0,212.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4505924,-86.047158,39.926184,1197856777,1,8.0,424.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505925,-86.067398,39.880973,1050275157,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505926,-86.064987,39.904742,1051471019,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505927,-86.087162,39.925596,1278977166,3,24.0,1272.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505928,-86.114141,39.909461,1278945083,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505929,-86.03937,39.906039,1196497311,1,6.0,318.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505930,-86.047302,39.897978,1197044991,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505931,-86.05077,39.909888,19501069,11,88.0,4664.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505932,-86.143461,39.870718,1278664029,1,4.0,212.0,1,4,1,1,0,1,1,0,0,A,1,0,1,0
4505933,-86.121528,39.848954,1296703056,1,4.0,212.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505934,-86.121219,39.836071,1279344037,1,6.0,318.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505935,-86.043497,39.855881,1197313093,1,18.0,954.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505936,-85.969372,39.862392,1196607765,1,2.0,106.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
4505937,-85.920967,39.901043,1278136809,1,8.0,424.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505938,-86.009485,39.856469,1197322202,2,16.0,848.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505939,-86.028965,40.176142,1309142057,1,4.0,212.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4505940,-85.993508,40.204177,35258514,1,2.0,106.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4505941,-85.996339,40.035311,1278368453,1,2.0,106.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505942,-86.027708,39.914146,1279226839,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505943,-86.05568,39.93435,711440936,1,3.0,159.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505944,-86.032521,39.924474,1279222954,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505945,-86.012866,40.046322,1067233611,1,2.0,106.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4505946,-86.107729,40.059892,1278208327,1,8.0,424.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4505947,-86.004885,40.006793,1278303192,2,8.0,424.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4505948,-86.0072,39.992807,1278259800,1,8.0,424.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4505949,-86.148687,39.841001,1278789394,1,3.0,159.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505950,-86.120785,39.854293,1278797022,1,3.0,159.0,2,1,0,1,0,0,0,0,0,O,0,0,1,0
4505951,-86.089638,39.927995,1307464819,1,4.0,212.0,1,2,0,1,0,0,1,0,0,A,0,0,1,0
4505952,-86.078266,39.904577,1050350281,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505953,-86.071035,39.981379,1219978206,1,8.0,424.0,1,2,0,1,0,0,1,0,0,A,0,0,1,0
4505954,-85.958734,39.903502,1197312646,1,3.0,159.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4505955,-86.012338,39.95765,1278447607,1,4.0,212.0,1,4,1,1,1,0,1,0,0,A,1,0,1,0
4505956,-86.061785,39.900833,1279160726,1,6.0,318.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
4505957,-86.063134,39.901378,1279160729,1,2.0,106.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
4505958,-86.10412,39.928457,1278252212,1,6.0,318.0,1,4,1,1,1,0,1,0,0,A,0,0,1,0
4505959,-86.109492,39.910703,1196824090,4,32.0,1696.0,1,5,1,1,1,1,1,0,0,A,1,0,1,0
4505960,-86.048957,39.896925,1279084333,1,2.0,106.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505961,-86.05476,39.906243,1279163707,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505962,-86.121532,39.883743,1293448895,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505963,-86.159727,39.853895,1050233555,1,8.0,424.0,1,2,1,0,0,0,1,0,0,A,0,0,1,0
4505964,-86.120718,39.846996,1278820327,1,6.0,318.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505965,-86.113948,39.841298,1279217166,2,16.0,848.0,2,4,1,0,1,1,1,0,0,A,0,0,1,0
4505966,-86.086513,39.869466,19464760,13,52.0,2756.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505967,-85.979085,39.862129,1279245391,1,4.0,212.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505968,-86.017528,39.854485,1279213321,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505969,-86.029247,39.827278,19470223,4,24.0,1272.0,2,4,1,0,1,1,1,0,0,A,1,0,1,0
4505970,-86.022144,40.176451,1262298652,1,2.0,106.0,1,1,0,1,0,0,0,0,0,O,0,0,1,0
4505971,-85.940911,40.161752,1278370835,1,8.0,424.0,2,1,0,1,0,0,0,0,0,O,0,0,1,0
4505972,-85.971745,40.079447,1297360677,1,2.0,106.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505973,-86.029274,39.913829,1279226829,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505974,-86.032287,39.935539,1278306434,1,4.0,212.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505975,-86.012921,39.928489,1050330934,1,6.0,318.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505976,-86.009067,40.041444,19491277,1,3.0,159.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505977,-86.032833,40.032824,1149541704,1,3.0,159.0,1,1,0,1,0,0,0,0,0,E,0,0,1,0
4505978,-86.102055,40.04218,1309434476,1,4.0,212.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505979,-86.013507,40.027163,1278313450,1,8.0,424.0,1,2,0,1,0,0,1,0,0,A,0,0,1,0
4505980,-85.996974,39.985661,1220057310,2,16.0,848.0,1,2,0,1,0,1,0,0,0,A,0,0,1,0
4505981,-86.1265,39.847154,1283685199,1,2.0,106.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4505982,-86.125421,39.852186,1293453835,1,2.0,106.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4505983,-86.097794,39.920914,1279037344,1,8.0,424.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4505984,-86.017791,39.944661,781656608,1,4.0,212.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4505985,-85.980815,39.855092,1279227680,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4505986,-86.083782,39.908233,20085064,8,24.0,1272.0,2,4,1,1,0,1,1,0,0,A,1,0,1,0
4505987,-86.075082,39.914643,1197848596,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4505988,-86.116199,39.906012,1293446980,1,6.0,318.0,2,5,1,1,1,1,1,0,0,A,0,0,1,0
4505989,-86.049922,39.904712,1279156442,1,8.0,424.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4505990,-86.12142,39.875354,1197329785,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505991,-86.155344,39.843336,1278586398,1,6.0,318.0,1,5,1,1,1,1,1,0,0,A,0,0,1,0
4505992,-86.082209,39.875254,1279023932,1,6.0,318.0,2,2,1,0,1,0,0,0,0,A,0,0,1,0
4505993,-86.067021,39.841699,1371699918,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505994,-85.964936,39.890886,1296688601,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505995,-85.982067,39.86011,1293682584,1,8.0,424.0,1,2,1,0,0,1,0,0,0,A,0,0,1,0
4505996,-86.02361,39.854434,1197508052,1,6.0,318.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4505997,-86.031281,39.832222,1279180623,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4505998,-86.009657,40.058038,1149018261,1,3.0,159.0,2,1,0,1,0,0,0,0,0,O,0,0,1,0
4505999,-86.022097,40.175241,1278822563,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506000,-85.950761,40.113536,814370110,1,6.0,318.0,2,1,0,1,0,0,0,0,0,O,0,0,1,0
4506001,-86.035407,39.917756,1279225671,1,8.0,424.0,1,2,0,1,0,0,1,0,0,A,0,0,1,0
4506002,-86.055871,39.934838,711440937,1,4.0,212.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506003,-86.035077,39.921778,1279101440,1,6.0,318.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506004,-86.020396,40.049926,1219933561,1,2.0,106.0,2,1,0,1,0,0,0,0,0,4,0,0,1,0
4506005,-86.128557,40.04318,1144655270,1,2.0,106.0,1,1,0,1,0,0,0,0,0,E,0,0,1,0
4506006,-86.016242,40.034676,19491498,1,6.0,318.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506007,-86.008052,39.961701,1278452955,1,4.0,212.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506008,-86.007988,39.973052,1297369619,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506009,-86.149479,39.86162,19465707,1,3.0,159.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506010,-86.125015,39.849843,1278818775,1,4.0,212.0,1,2,0,1,0,0,1,0,0,A,0,0,1,0
4506011,-86.102271,39.908184,1196903644,1,2.0,106.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506012,-86.016325,39.955643,1236355304,1,4.0,212.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506013,-85.996518,39.864988,1296650631,1,10.0,530.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506014,-85.958614,39.903711,1197312646,1,2.0,106.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506015,-85.937575,39.885219,1278268805,1,2.0,106.0,2,1,0,1,0,0,0,0,0,E,0,0,1,0
4506016,-86.042364,39.832373,1228426065,1,2.0,106.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506017,-86.074646,39.904044,1279176729,1,10.0,530.0,1,2,1,0,0,0,1,0,0,A,0,0,1,0
4506018,-86.064718,39.927661,1278340475,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4506019,-86.10302,39.91917,1279014103,1,10.0,530.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4506020,-86.038689,39.898641,1279101158,1,8.0,424.0,2,5,1,1,1,1,1,0,0,A,1,0,1,0
4506021,-86.050003,39.907553,1279163827,1,8.0,424.0,2,5,1,1,1,1,1,0,0,A,0,0,1,0
4506022,-86.146938,39.862644,1278607726,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0
4506023,-86.123132,39.850856,1278801571,1,8.0,424.0,1,2,1,0,0,0,1,0,0,A,0,0,1,0
4506024,-86.090385,39.869616,1296633662,1,6.0,318.0,1,2,1,0,1,0,0,0,0,A,0,0,1,0
4506025,-86.071531,39.84865,1278825803,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0
4506026,-85.955208,39.876649,1296776991,1,8.0,424.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4506027,-85.975646,39.861872,1279275237,1,6.0,318.0,1,4,1,0,1,1,1,0,0,A,1,0,1,0
4506028,-86.023126,39.83637,1050236680,1,4.0,212.0,2,2,1,0,0,1,0,0,0,A,0,0,1,0
4506029,-86.029226,39.836269,1279242396,1,8.0,424.0,1,5,1,1,1,1,1,0,0,A,0,0,1,0
4506030,-85.9568,40.111529,1037584541,1,6.0,318.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506031,-85.956962,40.111569,1037584541,2,16.0,848.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506032,-86.032093,39.939181,1278236416,1,2.0,106.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4506033,-86.040765,39.913778,1279102018,1,2.0,106.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506034,-86.075178,40.00136,1297367643,1,4.0,212.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506035,-86.098956,40.041639,1309434475,1,3.0,159.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506036,-86.008544,40.008953,1278303142,1,6.0,318.0,1,2,0,1,0,1,0,0,0,A,0,0,1,0
4506037,-86.00626,39.975799,1278258005,1,6.0,318.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506038,-86.160549,39.853775,1050239253,1,8.0,424.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
4506039,-86.124496,39.850526,1278801551,1,2.0,106.0,1,1,0,1,0,0,0,0,0,A,0,0,1,0
4506040,-86.095122,39.929136,1370457925,1,4.0,212.0,2,1,0,1,0,0,0,0,0,E,0,0,1,0
4506041,-86.098383,39.909674,1278993154,1,8.0,424.0,2,2,0,1,0,0,1,0,0,A,0,0,1,0
4506042,-85.98013,39.862405,1296652085,1,8.0,424.0,2,2,0,1,0,1,0,0,0,A,0,0,1,0
4506043,-86.045036,39.909312,1279171282,1,2.0,106.0,2,1,0,1,0,0,0,0,0,A,0,0,1,0
