WEEK#,STOP ID,PIECES,VOLUME,BEF_WK_CD,AFT_WK_CD,WK_FREQUENCY,BEF_MON,BEF_TUE,BEF_WED,BEF_THU,BEF_FRI,BEF_SAT,BEF_SUN,AFT_MON,AFT_TUE,AFT_WED,AFT_THU,AFT_FRI,AFT_SAT,AFT_SUN,CHANGED
1,4505598,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505729,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505338,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506050,1,8.00,A,A,4,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,4506369,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505883,1,2.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505404,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506739,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505543,2,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505303,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505837,2,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505336,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505302,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505224,1,2.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506117,2,12.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506299,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506057,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506736,1,8.00,A,A,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1,4506703,2,12.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506580,1,10.00,A,A,4,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
1,4505768,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505642,1,6.00,A,A,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,4505612,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505544,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505864,2,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506115,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505665,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506611,1,8.00,A,A,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,4506451,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506420,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506177,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506581,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505911,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505540,2,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506614,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506330,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506328,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506242,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506054,1,24.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505935,1,18.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505817,1,2.00,A,A,3,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
1,4505463,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505340,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505425,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505465,2,20.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506018,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505857,2,8.00,A,A,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4506483,2,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505879,1,4.00,A,A,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
1,4506116,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506059,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506329,1,2.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506111,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505539,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505796,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506429,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506148,2,20.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506456,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505595,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505494,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505298,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506147,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505252,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505902,3,24.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506019,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505704,1,8.00,A,A,3,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
1,4505813,21,84.00,A,A,4,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
1,4506668,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506241,3,24.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506268,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505799,2,8.00,A,A,4,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0
1,4505816,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505562,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505541,1,4.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505932,1,4.00,A,A,4,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,4505955,1,4.00,A,A,4,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0
1,4505835,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505819,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506234,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505846,2,20.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505491,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505517,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505229,12,24.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506300,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506455,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506397,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505495,1,6.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505402,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506702,15,120.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505343,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505798,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506550,4,32.00,A,A,4,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,4505839,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505365,1,6.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505471,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505206,4,32.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505898,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505277,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505253,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506396,10,60.00,A,A,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,4505913,3,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505422,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506793,3,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505426,1,4.00,A,A,4,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
1,4506029,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506336,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505279,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506270,1,2.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506120,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506737,3,18.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506333,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505280,1,4.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505903,1,8.00,A,A,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,4505890,2,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505523,1,18.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506119,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505386,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505341,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505734,6,48.00,A,A,4,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,4505388,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506545,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506517,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505633,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505616,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505596,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505910,15,60.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505493,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506797,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505928,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506426,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505688,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505406,5,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505571,7,56.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506110,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505858,2,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505775,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505472,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505709,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505497,2,20.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505641,1,4.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505420,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505659,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506516,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505297,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505498,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506269,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505925,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506454,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506182,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506639,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505424,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505515,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505255,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505684,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505451,2,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505886,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505820,1,8.00,A,A,3,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
1,4505711,2,20.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505888,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506048,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505496,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505614,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505685,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505640,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505793,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505878,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506091,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505359,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505997,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506240,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505536,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506212,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505431,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505986,8,24.00,A,A,4,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,4506700,1,4.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505772,1,10.00,A,A,3,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0
1,4505245,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506638,4,24.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506669,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506701,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506485,4,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506235,1,6.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506236,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505516,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506327,2,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505841,1,3.00,A,A,4,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,4505639,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505205,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506175,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505873,2,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505812,1,8.00,A,A,4,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
1,4505959,4,32.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505405,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505730,2,16.00,A,A,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,4505246,1,8.00,A,A,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,4506488,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505227,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506332,1,8.00,A,A,4,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,4506053,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505202,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505845,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506461,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506118,20,160.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505859,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506519,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505568,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506359,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505609,4,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505876,7,56.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505838,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505383,3,30.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506738,4,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506798,7,56.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506360,2,12.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505854,1,6.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506238,1,6.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505909,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505300,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505991,1,6.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505448,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505363,3,9.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505660,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506548,1,10.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506612,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505276,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505518,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505323,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505564,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506088,5,30.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506180,4,32.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506301,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506303,2,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506085,1,8.00,A,A,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,4506305,2,16.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506544,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506607,1,8.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505663,3,24.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505254,1,10.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506113,1,4.00,A,A,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,4505968,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506087,10,80.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506150,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4506239,1,8.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506641,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505274,2,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505792,1,3.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505870,1,6.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505938,2,16.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4505969,4,24.00,A,A,4,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
1,4505638,1,4.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,4505988,1,6.00,A,A,5,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
1,4506304,5,20.00,A,A,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
