custno,xcoord,ycoord,edgeid,qty,volume,weight,sos,frequency,BEF_MON,BEF_TUE,BEF_WED,BEF_THU,BEF_FRI,BEF_SAT,BEF_SUN,dowcd,dowlockcd,wccd_flag,material_typ,clusterid
11161526,-88.193905,44.991187,00005557-4900-0400-0000-0000000c88fc,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161527,-88.20779,44.989993,00005557-4900-0400-0000-0000001bfee6,1,4.0,120.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161528,-88.209187,45.041562,00005557-4900-0400-0000-0000001bf97c,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161530,-88.149864,45.015071,00005557-4900-0400-0000-0000000c88e6,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161531,-88.230919,45.013853,00005557-4900-0400-0000-0000001d65a8,1,6.0,180.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
11161532,-88.163029,45.003038,00005557-4900-0400-0000-0000001bff00,1,6.0,180.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161534,-88.178632,44.989275,00005557-4900-0400-0000-0000001bfeee,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161536,-88.23723,45.025251,00005557-4900-0400-0000-0000000c8882,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161537,-88.235521,45.02675,93ed4175-ba12-4a93-83c0-c405bd121f30,1,6.0,180.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161538,-88.128412,45.039711,84eedd45-0e90-4e13-8ec4-ea45d8d1c157,1,4.0,120.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161539,-88.208783,45.012981,00005557-4900-0400-0000-0000000c88c0,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161540,-88.182925,45.024986,00005557-4900-0400-0000-000000003fac,1,2.0,60.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161541,-88.185533,45.019569,00005557-4900-0400-0000-0000000c88cf,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161542,-88.204165,44.980344,00005557-4900-0400-0000-0000001bfee3,1,6.0,180.0,1,1,1,0,0,0,0,0,0,O,0,0,1,0
11161543,-88.19569,45.019837,00005557-4900-0400-0000-0000001bfef0,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161544,-88.235222,45.025657,a52f3def-c8cf-4bd2-a778-209d0f83f6c1,1,2.0,60.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161545,-88.229153,45.028377,00005557-4900-0400-0000-0000000c5be1,1,2.0,60.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
11161546,-88.228616,45.040723,b153f40c-0f66-4cdf-9b4f-8037154eaa03,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161548,-88.217606,44.96574,00005557-4900-0400-0000-0000000c884b,1,2.0,60.0,1,1,1,0,0,0,0,0,0,O,0,0,1,0
11161550,-88.262558,44.952347,00005557-4900-0400-0000-0000001bfc77,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161552,-88.164201,44.95086,e89924e7-2b2a-430d-a36b-59c7ed38775d,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161553,-88.190098,44.962403,00005557-4900-0400-0000-0000000c888a,1,6.0,180.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161554,-88.187118,44.983747,00005557-4900-0400-0000-0000000c8899,1,4.0,120.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161555,-88.207416,45.030596,00005557-4900-0400-0000-0000000c5985,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161556,-88.221358,44.931534,00005557-4900-0400-0000-0000001bfdc2,1,4.0,120.0,1,1,1,0,0,0,0,0,0,O,0,0,1,0
11161557,-88.210278,44.933391,00005557-4900-0400-0000-0000000c804b,1,6.0,180.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
11161560,-88.185245,45.022978,00005557-4900-0400-0000-0000000c88d1,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161561,-88.236285,45.014286,00005557-4900-0400-0000-0000000c8866,1,6.0,180.0,1,1,1,0,0,0,0,0,0,O,0,0,1,0
11161562,-88.231695,45.014235,00005557-4900-0400-0000-0000001d65a8,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161563,-88.231695,45.014235,00005557-4900-0400-0000-0000001d65a8,1,2.0,60.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
11161564,-88.164025,45.010876,00005557-4900-0400-0000-0000001bff03,1,4.0,120.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161565,-88.234321,45.017834,00005557-4900-0400-0000-0000001bff09,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161566,-88.233838,44.938616,00005557-4900-0400-0000-000000003f40,1,6.0,180.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161567,-88.207121,44.919151,00005557-4900-0400-0000-0000000c814e,1,4.0,120.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161569,-88.162724,45.00821,b48b93f6-ae68-4b49-9cd4-19372767c481,1,4.0,120.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161570,-88.26855084,44.91083103,86e21f09-a471-4a59-a769-2905389565ca,1,6.0,180.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161571,-88.218342,44.937129,00005557-4900-0400-0000-0000001b9414,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161573,-88.218332,44.942528,00005557-4900-0400-0000-0000001bfeb7,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161574,-88.230976,44.942633,00005557-4900-0400-0000-0000000c8924,1,4.0,120.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161575,-88.274228,44.901746,00005557-4900-0400-0000-0000000c6583,1,4.0,120.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161576,-88.278146,44.903913,00005557-4900-0400-0000-0000000c6553,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161577,-88.276673,44.905753,00005557-4900-0400-0000-0000000c6573,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161580,-88.27435,44.919813,00005557-4900-0400-0000-0000000c6576,1,4.0,120.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161584,-88.250615,44.89662,b068eca6-eb67-47fa-b02e-4b0511399022,1,2.0,60.0,1,1,1,0,0,0,0,0,0,O,0,0,1,0
11161585,-88.257892,44.896588,00005557-4900-0400-0000-0000001e27f9,1,6.0,180.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161586,-88.245963,44.874063,00005557-4900-0400-0000-0000001bfdbc,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161588,-88.231871,45.022662,00005557-4900-0400-0000-0000000c8870,1,4.0,120.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
11161590,-88.200952,44.852455,00005557-4900-0400-0000-0000001b9416,1,4.0,120.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161592,-88.243052,44.865177,00005557-4900-0400-0000-0000001bfdee,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161593,-88.218195,44.977827,00005557-4900-0400-0000-0000000c8930,1,4.0,120.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
11161595,-88.248023,44.808255,9cb94475-f5a7-4c71-8272-a9f80cb30c26,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161597,-88.250855,44.831061,00005557-4900-0400-0000-000000003e9a,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161600,-88.202993,44.839345,00005557-4900-0400-0000-0000001bfcec,1,6.0,180.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
11161601,-88.241963,44.852256,00005557-4900-0400-0000-000000003f1e,2,12.0,360.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161602,-88.191463,44.851055,00005557-4900-0400-0000-000000003f43,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161604,-88.159193,45.05614,00005557-4900-0400-0000-0000000c5c84,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161606,-88.231403,44.86491,00005557-4900-0400-0000-0000000c801b,1,4.0,120.0,1,1,1,0,0,0,0,0,0,O,0,0,1,0
11161611,-88.220349,44.875549,00005557-4900-0400-0000-0000000c8148,1,4.0,120.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
11161612,-88.225348,44.87267,00005557-4900-0400-0000-0000000c801e,1,4.0,120.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161614,-88.250467,44.879549,d942ddb4-18e4-4244-8983-ef0af1cc3fc8,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161615,-88.267362,44.852658,00005557-4900-0400-0000-000000101607,1,6.0,180.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161616,-88.250445,44.922571,00005557-4900-0400-0000-00000000b94f,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161617,-88.26261,44.871513,00005557-4900-0400-0000-0000000c6528,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161618,-88.269836,44.872546,00005557-4900-0400-0000-0000000c6522,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161619,-88.233355,44.665853,00005557-4900-0400-0000-0000001badb7,2,16.0,480.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
11161620,-88.21669,44.895521,00005557-4900-0400-0000-0000001e3045,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161622,-88.2166902,44.8955218,00005557-4900-0400-0000-0000001e3045,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161625,-88.209184,44.628675,00005557-4900-0400-0000-0000001b74e0,1,4.0,120.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
11161626,-88.268933,44.939418,d0f6e941-8bf3-4bb8-b242-0a3afa135991,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161629,-88.246909,44.873706,00005557-4900-0400-0000-0000001ce362,1,4.0,120.0,2,1,1,0,0,0,0,0,0,O,0,0,1,0
11161631,-88.248994,44.874777,00005557-4900-0400-0000-0000001bfa9d,1,4.0,120.0,2,1,1,0,0,0,0,0,0,A,0,0,1,0
11161633,-88.243122,45.029945,00005557-4900-0400-0000-0000000c5828,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161635,-88.205233,44.868168,00005557-4900-0400-0000-0000000c805b,1,4.0,120.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161640,-88.222962,44.652435,f6d248a5-8bd3-4fce-b9c0-dad55accf0c9,2,16.0,480.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
11161654,-88.080154,45.065893,00005557-4900-0400-0000-0000001d6ea1,1,4.0,120.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161682,-88.248996,44.898154,00005557-4900-0400-0000-0000001c5af6,1,2.0,60.0,1,1,1,0,0,0,0,0,0,4,0,0,1,0
11161701,-88.215535,45.023606,00005557-4900-0400-0000-000000019a2c,1,2.0,60.0,1,1,1,0,0,0,0,0,0,A,0,0,1,0
11161722,-88.241973,44.896411,c877d41f-8608-440f-9148-6a5bdb3c0e81,1,6.0,180.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161726,-88.241973,44.896411,c877d41f-8608-440f-9148-6a5bdb3c0e81,1,4.0,120.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11161897,-88.056165,45.063649,00005557-4900-0400-0000-0000001d7a5c,1,2.0,60.0,2,1,1,0,0,0,0,0,0,4,0,0,1,0
11162336,-87.872917,44.886875,00005557-4900-0400-0000-0000000c7972,2,12.0,360.0,2,1,0,0,0,1,0,0,0,A,0,0,1,0
11162360,-87.871363,44.888281,825f5ba4-565a-4dc4-b12b-405a9194b9ee,1,8.0,240.0,1,1,0,0,0,1,0,0,0,A,0,0,1,0
11163184,-88.3145916,44.8914069,00005557-4900-0400-0000-0000000c6473,1,4.0,120.0,2,1,0,0,1,0,0,0,0,A,0,0,1,0
11163187,-88.3151991,44.892584,00005557-4900-0400-0000-0000001eb634,1,2.0,60.0,2,1,0,0,1,0,0,0,0,A,0,0,1,0
11163188,-88.3052883,44.8934233,00005557-4900-0400-0000-0000000c648a,1,2.0,60.0,2,1,0,0,1,0,0,0,0,4,0,0,1,0
11163190,-88.322763,44.844647,00005557-4900-0400-0000-000000101564,1,2.0,60.0,2,1,0,0,1,0,0,0,0,4,0,0,1,0
11163191,-88.3120097,44.892537,00005557-4900-0400-0000-0000000c6416,1,6.0,180.0,1,1,0,0,1,0,0,0,0,4,0,0,1,0
11163193,-88.3215393,44.8953417,00005557-4900-0400-0000-000000006e33,1,8.0,240.0,2,1,0,0,1,0,0,0,0,A,0,0,1,0
11163194,-88.3215393,44.8953417,00005557-4900-0400-0000-000000006e33,1,6.0,180.0,2,1,0,0,1,0,0,0,0,A,0,0,1,0
11163196,-88.314174,44.8850121,00005557-4900-0400-0000-0000000c6404,1,6.0,180.0,2,1,0,0,1,0,0,0,0,4,0,0,1,0
11163197,-88.328335,44.865716,00005557-4900-0400-0000-0000000c658f,1,4.0,120.0,1,1,0,0,1,0,0,0,0,O,0,0,1,0
11163199,-88.3078854,44.8939524,00005557-4900-0400-0000-0000000c6489,1,4.0,120.0,1,1,0,0,1,0,0,0,0,A,0,0,1,0
11163200,-88.3145916,44.8914069,00005557-4900-0400-0000-0000000c6473,1,6.0,180.0,2,1,0,0,1,0,0,0,0,A,0,0,1,0
11163201,-88.311195,44.89361,00005557-4900-0400-0000-0000000c6458,1,4.0,120.0,2,1,0,0,1,0,0,0,0,O,0,0,1,0
11163202,-88.3143638,44.8868038,00005557-4900-0400-0000-0000000c64a1,1,8.0,240.0,2,1,0,0,1,0,0,0,0,A,0,0,1,0
11163203,-88.3071302,44.8932863,00005557-4900-0400-0000-0000000c6489,1,8.0,240.0,2,1,0,0,1,0,0,0,0,O,0,0,1,0
11163207,-88.3181226,44.8936125,00005557-4900-0400-0000-0000001eb635,1,2.0,60.0,2,1,0,0,1,0,0,0,0,4,0,0,1,0
11163208,-88.3142263,44.8877537,00005557-4900-0400-0000-0000000c64a0,3,24.0,720.0,2,1,0,0,1,0,0,0,0,A,0,0,1,0
11163209,-88.347858,44.91574,00005557-4900-0400-0000-0000000c64db,1,6.0,180.0,1,1,0,0,1,0,0,0,0,A,0,0,1,0
11163210,-88.3142263,44.8877537,00005557-4900-0400-0000-0000000c64a0,10,20.0,600.0,2,1,0,0,1,0,0,0,0,A,0,0,1,0
11163211,-88.3055352,44.890744,de1479d4-69f6-44c8-bdf0-38203ce97fc7,1,4.0,120.0,1,1,0,0,1,0,0,0,0,O,0,0,1,0
11163212,-88.348947,44.926523,00005557-4900-0400-0000-0000000c64dd,1,6.0,180.0,1,1,0,0,1,0,0,0,0,4,0,0,1,0
11163213,-88.314977,44.904656,00005557-4900-0400-0000-0000000c65ac,1,2.0,60.0,2,1,0,0,1,0,0,0,0,O,0,0,1,0
