custno,xcoord,ycoord,edgeid,qty,volume,weight,sos,frequency,BEF_MON,BEF_TUE,BEF_WED,BEF_THU,BEF_FRI,BEF_SAT,BEF_SUN,dowcd,dowlockcd,wccd_flag,material_typ,clusterid,dataset_id
4506018,-86.064718,39.927661,1278340475,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506019,-86.10302,39.91917,1279014103,1,10.0,530.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506022,-86.146938,39.862644,1278607726,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506025,-86.071531,39.84865,1278825803,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506048,-86.065193,39.904114,1279163148,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506053,-86.047794,39.908126,1279171256,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506057,-85.972089,39.859921,1196407564,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506059,-86.006908,39.856091,1197321142,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506082,-86.04979,39.897298,1296716749,2,16.0,848.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506087,-86.091212,39.870433,984202021,10,80.0,4240.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506088,-86.093307,39.869019,19464794,5,30.0,1590.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506089,-85.99583,39.856443,125142330,1,6.0,318.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506091,-86.028439,39.842961,125147276,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506110,-86.05601,39.934148,711440936,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506111,-86.103946,39.920629,1279022569,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506114,-86.049439,39.908287,1228425037,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506115,-86.142979,39.872985,19464507,1,4.0,212.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506116,-86.120105,39.853106,1278817927,1,3.0,159.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506117,-86.079674,39.871415,1278823360,2,12.0,636.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506119,-86.008794,39.857301,1279249514,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506120,-86.033297,39.836541,1279181813,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506143,-86.041785,39.907453,758729766,1,6.0,318.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506147,-86.123374,39.850514,1296704126,1,4.0,212.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506150,-86.012883,39.860127,1279301808,1,3.0,159.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
4506174,-86.056947,39.903799,1296754205,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506175,-86.059458,39.908711,1196490378,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506177,-86.120786,39.841392,1278823937,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506179,-86.085847,39.856687,1279213536,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506180,-85.965492,39.900633,16907558,4,32.0,1696.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506204,-86.031575,39.911715,1279224199,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506205,-86.044903,39.888722,1197042857,1,3.0,159.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
